term,coef,se_hc1,t,p,ci_low_95,ci_high_95,model
lag_anxiety_score,-0.13531989153013457,0.07161836665472118,-1.889457940063397,0.05883049350423099,-0.27568931080497244,0.005049527744703297,Model1_ratio_collect
lag_anxiety_sq,0.0197220817766308,0.012537600332276334,1.573034811602584,0.11571075777795288,-0.00485116332718823,0.044295326880449834,Model1_ratio_collect
is_commercial,0.08105396520176462,0.05925048060522957,1.3679883162772293,0.17131573332024919,-0.03507484285117432,0.19718277325470357,Model1_ratio_collect
lag_anxiety_score,-0.0008743009078427538,0.07712560746917038,-0.011336065109013766,0.990955322386128,-0.1520377138331901,0.15028911201750456,Model2_ln_ces_per1000
lag_anxiety_sq,-0.0038004670789162157,0.014334855458332924,-0.26512071153860045,0.790916472567077,-0.031896267500836156,0.024295333343003725,Model2_ln_ces_per1000
is_commercial,0.11550410829785693,0.08081001436089318,1.4293291396041807,0.1529096544839122,-0.04288060943965824,0.2738888260353721,Model2_ln_ces_per1000
lag_anxiety_score,0.02489291050806272,0.029208580821452654,0.8522464908592811,0.39407729799972624,-0.03235485594151183,0.08214067695763727,Model3_ln_note_quote
ln_view_plus1,0.039858109069593806,0.026652263987768102,1.4954868032181599,0.13478744149078228,-0.012379368452885557,0.09209558659207318,Model3_ln_note_quote
is_commercial,-0.08260841017006615,0.10924054420545133,-0.7562065052944309,0.44952539307130046,-0.29671594246430644,0.13149912212417417,Model3_ln_note_quote
