term,coef,se_hc1,t,p,ci_low_95,ci_high_95
Intercept,8.41361189712067,0.24836056389185332,33.87660168457466,1.473148733507124e-251,7.926834136712579,8.900389657528763
lag_anxiety_score,0.02489291050806272,0.029208580821452654,0.8522464908592811,0.39407729799972624,-0.03235485594151183,0.08214067695763727
ln_view_plus1,0.039858109069593806,0.026652263987768102,1.4954868032181599,0.13478744149078228,-0.012379368452885557,0.09209558659207318
is_commercial,-0.08260841017006615,0.10924054420545133,-0.7562065052944309,0.44952539307130046,-0.29671594246430644,0.13149912212417417
