term,coef,se_hc1,t,p,ci_low_95,ci_high_95
Intercept,8.459289448650166,0.242067386373352,34.94601059393851,1.4888124125538385e-267,7.984846089526654,8.933732807773678
anxiety_score,0.007512844837043536,0.029606082024920845,0.25376018450261734,0.7996808349065622,-0.050514009655139996,0.06553969932922707
ln_view_plus1,0.039039248317341305,0.027413945606350396,1.4240652869865593,0.15442757386518854,-0.014691097745245525,0.09276959437992813
is_commercial,-0.08835238517783761,0.10863887809163773,-0.8132667303809202,0.4160651474724285,-0.3012806735582851,0.12457590320260986
